tablename,indexname,indexdef
vendor_fee_ledger,idx_vendor_fee_ledger_order_item,CREATE INDEX idx_vendor_fee_ledger_order_item ON public.vendor_fee_ledger USING btree (order_item_id) WHERE (order_item_id IS NOT NULL)
vendor_fee_ledger,idx_vendor_fee_ledger_vendor,CREATE INDEX idx_vendor_fee_ledger_vendor ON public.vendor_fee_ledger USING btree (vendor_profile_id)
vendor_fee_ledger,uq_vendor_fee_ledger_credit_item,CREATE UNIQUE INDEX uq_vendor_fee_ledger_credit_item ON public.vendor_fee_ledger USING btree (order_item_id) WHERE ((type = 'credit'::text) AND (order_item_id IS NOT NULL))
vendor_fee_ledger,uq_vendor_fee_ledger_debit_item,CREATE UNIQUE INDEX uq_vendor_fee_ledger_debit_item ON public.vendor_fee_ledger USING btree (order_item_id) WHERE ((type = 'debit'::text) AND (order_item_id IS NOT NULL))
vendor_fee_ledger,vendor_fee_ledger_pkey,CREATE UNIQUE INDEX vendor_fee_ledger_pkey ON public.vendor_fee_ledger USING btree (id)
vendor_feedback,idx_vendor_feedback_category,CREATE INDEX idx_vendor_feedback_category ON public.vendor_feedback USING btree (category)
vendor_feedback,idx_vendor_feedback_created,CREATE INDEX idx_vendor_feedback_created ON public.vendor_feedback USING btree (created_at DESC)
vendor_feedback,idx_vendor_feedback_resolved_by,CREATE INDEX idx_vendor_feedback_resolved_by ON public.vendor_feedback USING btree (resolved_by)
vendor_feedback,idx_vendor_feedback_status,CREATE INDEX idx_vendor_feedback_status ON public.vendor_feedback USING btree (status)
vendor_feedback,idx_vendor_feedback_user,CREATE INDEX idx_vendor_feedback_user ON public.vendor_feedback USING btree (user_id)
vendor_feedback,idx_vendor_feedback_vendor,CREATE INDEX idx_vendor_feedback_vendor ON public.vendor_feedback USING btree (vendor_profile_id)
vendor_feedback,idx_vendor_feedback_vertical,CREATE INDEX idx_vendor_feedback_vertical ON public.vendor_feedback USING btree (vertical_id)
vendor_feedback,vendor_feedback_pkey,CREATE UNIQUE INDEX vendor_feedback_pkey ON public.vendor_feedback USING btree (id)
vendor_leads,idx_vendor_leads_created,CREATE INDEX idx_vendor_leads_created ON public.vendor_leads USING btree (created_at DESC)
vendor_leads,idx_vendor_leads_email_vertical,"CREATE UNIQUE INDEX idx_vendor_leads_email_vertical ON public.vendor_leads USING btree (email, vertical_id)"
vendor_leads,idx_vendor_leads_status,CREATE INDEX idx_vendor_leads_status ON public.vendor_leads USING btree (status)
vendor_leads,vendor_leads_pkey,CREATE UNIQUE INDEX vendor_leads_pkey ON public.vendor_leads USING btree (id)
vendor_location_cache,idx_vendor_location_cache_source_market,CREATE INDEX idx_vendor_location_cache_source_market ON public.vendor_location_cache USING btree (source_market_id)
vendor_location_cache,idx_vlc_coords,"CREATE INDEX idx_vlc_coords ON public.vendor_location_cache USING btree (latitude, longitude)"
vendor_location_cache,idx_vlc_lat,CREATE INDEX idx_vlc_lat ON public.vendor_location_cache USING btree (latitude)
vendor_location_cache,idx_vlc_lng,CREATE INDEX idx_vlc_lng ON public.vendor_location_cache USING btree (longitude)
vendor_location_cache,idx_vlc_vendor,CREATE INDEX idx_vlc_vendor ON public.vendor_location_cache USING btree (vendor_profile_id)
vendor_location_cache,idx_vlc_vendor_market_unique,"CREATE UNIQUE INDEX idx_vlc_vendor_market_unique ON public.vendor_location_cache USING btree (vendor_profile_id, COALESCE(source_market_id, '00000000-0000-0000-0000-000000000000'::uuid))"
vendor_location_cache,idx_vlc_vertical,CREATE INDEX idx_vlc_vertical ON public.vendor_location_cache USING btree (vertical_id)
vendor_location_cache,vendor_location_cache_pkey,CREATE UNIQUE INDEX vendor_location_cache_pkey ON public.vendor_location_cache USING btree (id)
vendor_market_agreement_acceptances,idx_vmaa_market,"CREATE INDEX idx_vmaa_market ON public.vendor_market_agreement_acceptances USING btree (market_id, accepted_at DESC)"
vendor_market_agreement_acceptances,idx_vmaa_vendor,CREATE INDEX idx_vmaa_vendor ON public.vendor_market_agreement_acceptances USING btree (vendor_profile_id)
vendor_market_agreement_acceptances,vendor_market_agreement_accep_vendor_profile_id_market_id_a_key,"CREATE UNIQUE INDEX vendor_market_agreement_accep_vendor_profile_id_market_id_a_key ON public.vendor_market_agreement_acceptances USING btree (vendor_profile_id, market_id, agreement_version) NULLS NOT DISTINCT"
vendor_market_agreement_acceptances,vendor_market_agreement_acceptances_pkey,CREATE UNIQUE INDEX vendor_market_agreement_acceptances_pkey ON public.vendor_market_agreement_acceptances USING btree (id)
vendor_market_schedules,idx_vms_active,CREATE INDEX idx_vms_active ON public.vendor_market_schedules USING btree (is_active) WHERE (is_active = true)
vendor_market_schedules,idx_vms_market,CREATE INDEX idx_vms_market ON public.vendor_market_schedules USING btree (market_id)
vendor_market_schedules,idx_vms_schedule,CREATE INDEX idx_vms_schedule ON public.vendor_market_schedules USING btree (schedule_id)
vendor_market_schedules,idx_vms_vendor,CREATE INDEX idx_vms_vendor ON public.vendor_market_schedules USING btree (vendor_profile_id)
vendor_market_schedules,idx_vms_vendor_market_active,"CREATE INDEX idx_vms_vendor_market_active ON public.vendor_market_schedules USING btree (vendor_profile_id, market_id) WHERE (is_active = true)"
vendor_market_schedules,vendor_market_schedules_pkey,CREATE UNIQUE INDEX vendor_market_schedules_pkey ON public.vendor_market_schedules USING btree (id)
vendor_market_schedules,vendor_market_schedules_vendor_profile_id_schedule_id_key,"CREATE UNIQUE INDEX vendor_market_schedules_vendor_profile_id_schedule_id_key ON public.vendor_market_schedules USING btree (vendor_profile_id, schedule_id)"
vendor_offers,idx_vendor_offers_vendor,CREATE INDEX idx_vendor_offers_vendor ON public.vendor_offers USING btree (vendor_profile_id) WHERE (enabled = true)
vendor_offers,vendor_offers_pkey,CREATE UNIQUE INDEX vendor_offers_pkey ON public.vendor_offers USING btree (id)
vendor_offers,vendor_offers_vendor_profile_id_kind_key,"CREATE UNIQUE INDEX vendor_offers_vendor_profile_id_kind_key ON public.vendor_offers USING btree (vendor_profile_id, kind)"
vendor_payouts,idx_payouts_market_box_pickup,CREATE INDEX idx_payouts_market_box_pickup ON public.vendor_payouts USING btree (market_box_pickup_id) WHERE (market_box_pickup_id IS NOT NULL)
vendor_payouts,idx_payouts_mb_subscription,CREATE INDEX idx_payouts_mb_subscription ON public.vendor_payouts USING btree (market_box_subscription_id) WHERE (market_box_subscription_id IS NOT NULL)
vendor_payouts,idx_payouts_order_item,CREATE INDEX idx_payouts_order_item ON public.vendor_payouts USING btree (order_item_id)
vendor_payouts,idx_payouts_status,CREATE INDEX idx_payouts_status ON public.vendor_payouts USING btree (status)
vendor_payouts,idx_payouts_vendor,CREATE INDEX idx_payouts_vendor ON public.vendor_payouts USING btree (vendor_profile_id)
vendor_payouts,idx_vendor_payouts_mb_sub_unique,"CREATE UNIQUE INDEX idx_vendor_payouts_mb_sub_unique ON public.vendor_payouts USING btree (market_box_subscription_id) WHERE ((market_box_subscription_id IS NOT NULL) AND (status <> ALL (ARRAY['failed'::payout_status, 'cancelled'::payout_status])))"
vendor_payouts,idx_vendor_payouts_order_item_unique,"CREATE UNIQUE INDEX idx_vendor_payouts_order_item_unique ON public.vendor_payouts USING btree (order_item_id) WHERE (status <> ALL (ARRAY['failed'::payout_status, 'cancelled'::payout_status]))"
vendor_payouts,vendor_payouts_pkey,CREATE UNIQUE INDEX vendor_payouts_pkey ON public.vendor_payouts USING btree (id)
vendor_payouts,vendor_payouts_stripe_transfer_id_key,CREATE UNIQUE INDEX vendor_payouts_stripe_transfer_id_key ON public.vendor_payouts USING btree (stripe_transfer_id)
vendor_profiles,idx_vendor_profiles_approved_at,CREATE INDEX idx_vendor_profiles_approved_at ON public.vendor_profiles USING btree (approved_at) WHERE (status = 'approved'::vendor_status)
vendor_profiles,idx_vendor_profiles_certifications,CREATE INDEX idx_vendor_profiles_certifications ON public.vendor_profiles USING gin (certifications)
vendor_profiles,idx_vendor_profiles_coordinates,"CREATE INDEX idx_vendor_profiles_coordinates ON public.vendor_profiles USING btree (latitude, longitude) WHERE ((latitude IS NOT NULL) AND (longitude IS NOT NULL))"
vendor_profiles,idx_vendor_profiles_data,CREATE INDEX idx_vendor_profiles_data ON public.vendor_profiles USING gin (profile_data)
vendor_profiles,idx_vendor_profiles_email,CREATE INDEX idx_vendor_profiles_email ON public.vendor_profiles USING btree (((profile_data ->> 'email'::text)))
vendor_profiles,idx_vendor_profiles_event_approved,CREATE INDEX idx_vendor_profiles_event_approved ON public.vendor_profiles USING btree (event_approved) WHERE (event_approved = true)
vendor_profiles,idx_vendor_profiles_home_market_id,CREATE INDEX idx_vendor_profiles_home_market_id ON public.vendor_profiles USING btree (home_market_id)
vendor_profiles,idx_vendor_profiles_org,CREATE INDEX idx_vendor_profiles_org ON public.vendor_profiles USING btree (organization_id)
vendor_profiles,idx_vendor_profiles_referral_code,CREATE INDEX idx_vendor_profiles_referral_code ON public.vendor_profiles USING btree (referral_code)
vendor_profiles,idx_vendor_profiles_referred_by,CREATE INDEX idx_vendor_profiles_referred_by ON public.vendor_profiles USING btree (referred_by_vendor_id)
vendor_profiles,idx_vendor_profiles_status,CREATE INDEX idx_vendor_profiles_status ON public.vendor_profiles USING btree (status)
vendor_profiles,idx_vendor_profiles_tier,CREATE INDEX idx_vendor_profiles_tier ON public.vendor_profiles USING btree (tier)
vendor_profiles,idx_vendor_profiles_trial_active,CREATE INDEX idx_vendor_profiles_trial_active ON public.vendor_profiles USING btree (trial_ends_at) WHERE ((trial_ends_at IS NOT NULL) AND (subscription_status = 'trialing'::text))
vendor_profiles,idx_vendor_profiles_user,CREATE INDEX idx_vendor_profiles_user ON public.vendor_profiles USING btree (user_id)
vendor_profiles,idx_vendor_profiles_user_vertical,"CREATE INDEX idx_vendor_profiles_user_vertical ON public.vendor_profiles USING btree (user_id, vertical_id)"
vendor_profiles,idx_vendor_profiles_vertical,CREATE INDEX idx_vendor_profiles_vertical ON public.vendor_profiles USING btree (vertical_id)
vendor_profiles,idx_vendor_profiles_vertical_status,"CREATE INDEX idx_vendor_profiles_vertical_status ON public.vendor_profiles USING btree (vertical_id, status)"
vendor_profiles,idx_vendor_profiles_vertical_tier,"CREATE INDEX idx_vendor_profiles_vertical_tier ON public.vendor_profiles USING btree (vertical_id, tier)"
vendor_profiles,idx_vendor_stripe_customer,CREATE INDEX idx_vendor_stripe_customer ON public.vendor_profiles USING btree (stripe_customer_id) WHERE (stripe_customer_id IS NOT NULL)
vendor_profiles,idx_vendor_subscription_status,CREATE INDEX idx_vendor_subscription_status ON public.vendor_profiles USING btree (subscription_status) WHERE (subscription_status IS NOT NULL)
vendor_profiles,unique_user_vertical,"CREATE UNIQUE INDEX unique_user_vertical ON public.vendor_profiles USING btree (user_id, vertical_id)"
vendor_profiles,vendor_profiles_pkey,CREATE UNIQUE INDEX vendor_profiles_pkey ON public.vendor_profiles USING btree (id)
vendor_profiles,vendor_profiles_referral_code_key,CREATE UNIQUE INDEX vendor_profiles_referral_code_key ON public.vendor_profiles USING btree (referral_code)
vendor_quality_findings,idx_vqf_batch,CREATE INDEX idx_vqf_batch ON public.vendor_quality_findings USING btree (batch_id)
vendor_quality_findings,idx_vqf_vendor_active,"CREATE INDEX idx_vqf_vendor_active ON public.vendor_quality_findings USING btree (vendor_profile_id, status) WHERE (status = 'active'::text)"
vendor_quality_findings,idx_vqf_vendor_dismissed,"CREATE INDEX idx_vqf_vendor_dismissed ON public.vendor_quality_findings USING btree (vendor_profile_id, check_type, reference_key) WHERE (status = 'dismissed'::text)"
vendor_quality_findings,vendor_quality_findings_pkey,CREATE UNIQUE INDEX vendor_quality_findings_pkey ON public.vendor_quality_findings USING btree (id)
vendor_quality_scan_log,vendor_quality_scan_log_pkey,CREATE UNIQUE INDEX vendor_quality_scan_log_pkey ON public.vendor_quality_scan_log USING btree (id)
vendor_referral_credits,idx_referral_credits_expires,CREATE INDEX idx_referral_credits_expires ON public.vendor_referral_credits USING btree (expires_at) WHERE (status = 'earned'::text)
vendor_referral_credits,idx_referral_credits_referred,CREATE INDEX idx_referral_credits_referred ON public.vendor_referral_credits USING btree (referred_vendor_id)
vendor_referral_credits,idx_referral_credits_referrer,CREATE INDEX idx_referral_credits_referrer ON public.vendor_referral_credits USING btree (referrer_vendor_id)
vendor_referral_credits,idx_referral_credits_status,CREATE INDEX idx_referral_credits_status ON public.vendor_referral_credits USING btree (status)
vendor_referral_credits,idx_vendor_referral_credits_voided_by,CREATE INDEX idx_vendor_referral_credits_voided_by ON public.vendor_referral_credits USING btree (voided_by)
vendor_referral_credits,vendor_referral_credits_pkey,CREATE UNIQUE INDEX vendor_referral_credits_pkey ON public.vendor_referral_credits USING btree (id)
vendor_referral_credits,vendor_referral_credits_referrer_vendor_id_referred_vendor__key,"CREATE UNIQUE INDEX vendor_referral_credits_referrer_vendor_id_referred_vendor__key ON public.vendor_referral_credits USING btree (referrer_vendor_id, referred_vendor_id)"
vendor_verifications,idx_vendor_verifications_coi_verified_by,CREATE INDEX idx_vendor_verifications_coi_verified_by ON public.vendor_verifications USING btree (coi_verified_by)
vendor_verifications,idx_vendor_verifications_reviewed_by,CREATE INDEX idx_vendor_verifications_reviewed_by ON public.vendor_verifications USING btree (reviewed_by)
vendor_verifications,idx_vendor_verifications_status,CREATE INDEX idx_vendor_verifications_status ON public.vendor_verifications USING btree (status)
vendor_verifications,idx_vendor_verifications_vendor,CREATE INDEX idx_vendor_verifications_vendor ON public.vendor_verifications USING btree (vendor_profile_id)
vendor_verifications,vendor_verifications_pkey,CREATE UNIQUE INDEX vendor_verifications_pkey ON public.vendor_verifications USING btree (id)
vendor_vip_customers,idx_vip_customers_buyer,CREATE INDEX idx_vip_customers_buyer ON public.vendor_vip_customers USING btree (buyer_user_id)
vendor_vip_customers,idx_vip_customers_vendor,CREATE INDEX idx_vip_customers_vendor ON public.vendor_vip_customers USING btree (vendor_profile_id)
vendor_vip_customers,vendor_vip_customers_pkey,CREATE UNIQUE INDEX vendor_vip_customers_pkey ON public.vendor_vip_customers USING btree (id)
vendor_vip_customers,vendor_vip_customers_vendor_profile_id_buyer_user_id_key,"CREATE UNIQUE INDEX vendor_vip_customers_vendor_profile_id_buyer_user_id_key ON public.vendor_vip_customers USING btree (vendor_profile_id, buyer_user_id)"
vertical_admins,idx_vertical_admins_granted_by,CREATE INDEX idx_vertical_admins_granted_by ON public.vertical_admins USING btree (granted_by)
vertical_admins,idx_vertical_admins_user_id,CREATE INDEX idx_vertical_admins_user_id ON public.vertical_admins USING btree (user_id)
vertical_admins,idx_vertical_admins_vertical_id,CREATE INDEX idx_vertical_admins_vertical_id ON public.vertical_admins USING btree (vertical_id)
vertical_admins,vertical_admins_pkey,CREATE UNIQUE INDEX vertical_admins_pkey ON public.vertical_admins USING btree (id)
vertical_admins,vertical_admins_user_id_vertical_id_key,"CREATE UNIQUE INDEX vertical_admins_user_id_vertical_id_key ON public.vertical_admins USING btree (user_id, vertical_id)"
verticals,idx_verticals_active,CREATE INDEX idx_verticals_active ON public.verticals USING btree (is_active) WHERE (is_active = true)
verticals,idx_verticals_config_gin,CREATE INDEX idx_verticals_config_gin ON public.verticals USING gin (config)
verticals,idx_verticals_vertical_id,CREATE INDEX idx_verticals_vertical_id ON public.verticals USING btree (vertical_id)
verticals,verticals_pkey,CREATE UNIQUE INDEX verticals_pkey ON public.verticals USING btree (id)
verticals,verticals_vertical_id_key,CREATE UNIQUE INDEX verticals_vertical_id_key ON public.verticals USING btree (vertical_id)
weekly_booth_rentals,idx_wbr_group,CREATE INDEX idx_wbr_group ON public.weekly_booth_rentals USING btree (group_id) WHERE (group_id IS NOT NULL)
weekly_booth_rentals,idx_wbr_market_week,"CREATE INDEX idx_wbr_market_week ON public.weekly_booth_rentals USING btree (market_id, week_start_date)"
weekly_booth_rentals,idx_wbr_market_week_booth,"CREATE UNIQUE INDEX idx_wbr_market_week_booth ON public.weekly_booth_rentals USING btree (market_id, week_start_date, booth_number) WHERE ((booth_number IS NOT NULL) AND (status <> 'cancelled'::text))"
weekly_booth_rentals,idx_wbr_market_week_status,"CREATE INDEX idx_wbr_market_week_status ON public.weekly_booth_rentals USING btree (market_id, week_start_date, status)"
weekly_booth_rentals,idx_wbr_vendor_week,"CREATE INDEX idx_wbr_vendor_week ON public.weekly_booth_rentals USING btree (vendor_profile_id, week_start_date)"
weekly_booth_rentals,uq_wbr_vendor_market_week_active,"CREATE UNIQUE INDEX uq_wbr_vendor_market_week_active ON public.weekly_booth_rentals USING btree (vendor_profile_id, market_id, week_start_date) WHERE (status = ANY (ARRAY['pending_payment'::text, 'paid'::text, 'completed'::text]))"
weekly_booth_rentals,weekly_booth_rentals_pkey,CREATE UNIQUE INDEX weekly_booth_rentals_pkey ON public.weekly_booth_rentals USING btree (id)
zip_codes,idx_zip_codes_active_market,CREATE INDEX idx_zip_codes_active_market ON public.zip_codes USING btree (active_market_area) WHERE (active_market_area = true)
zip_codes,idx_zip_codes_city_state,"CREATE INDEX idx_zip_codes_city_state ON public.zip_codes USING btree (city, state)"
zip_codes,idx_zip_codes_coords,"CREATE INDEX idx_zip_codes_coords ON public.zip_codes USING btree (latitude, longitude)"
zip_codes,idx_zip_codes_region,CREATE INDEX idx_zip_codes_region ON public.zip_codes USING btree (region_code) WHERE (region_code IS NOT NULL)
zip_codes,idx_zip_codes_state,CREATE INDEX idx_zip_codes_state ON public.zip_codes USING btree (state)
zip_codes,zip_codes_pkey,CREATE UNIQUE INDEX zip_codes_pkey ON public.zip_codes USING btree (zip)
